LOTID5	WAFER_ID	PROCESS_ID_LX562150_PROCESS_ID_MAX	PROCESS_ID_ZA522600_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	ET_TIME_ZA522600_TKOUT_TIME_MAX	ET_D120_M1_1b_lat_100BCR_VALUE_MEDIAN	ET_D120_M1_1b_lat_100IRD_L_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_EGN_2/0.15_Vtsat_VALUE_MEDIAN	ET_EGN_2/2_Vtlin_VALUE_MEDIAN	ET_EGN_Tox_inv_VALUE_MEDIAN	ET_EGP_2/0.45_Vtsat_VALUE_MEDIAN	ET_EGP_2/2_Vtlin_VALUE_MEDIAN	ET_EGP_Tox_inv_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_HVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_HVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_LVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVT_Vt_np_ratio_VALUE_MEDIAN	ET_LVT_Vt_sum_VALUE_MEDIAN	ET_Leff_N_VALUE_MEDIAN	ET_Leff_P_VALUE_MEDIAN	ET_Lpoly_RVTN_VALUE_MEDIAN	ET_Lpoly_RVTP_VALUE_MEDIAN	ET_NW_Res_10x30_VALUE_MEDIAN	ET_OP_NRX_Res_10X30_VALUE_MEDIAN	ET_OP_PPC_Res_10X30_VALUE_MEDIAN	ET_RVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_RVTN_1/1_Vtlin_VALUE_MEDIAN	ET_RVTN_Cov_VALUE_MEDIAN	ET_RVTN_Covdd_VALUE_MEDIAN	ET_RVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_RVTP_1/1_Vtlin_VALUE_MEDIAN	ET_RVTP_Cov_VALUE_MEDIAN	ET_RVTP_Covdd_VALUE_MEDIAN	ET_RVT_Vt_Sum_VALUE_MEDIAN	ET_RVT_vt_NP_ratio_VALUE_MEDIAN	ET_SGN_Tox_inv_VALUE_MEDIAN	ET_SGP_Tox_inv_VALUE_MEDIAN	ET_SLVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_SLVTN_1/1_Vtlin_VALUE_MEDIAN	ET_SLVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_SLVTP_1/1_Vtlin_VALUE_MEDIAN	ET_VPNP_Beta_VALUE_MEDIAN
S66DF	17		UXSN		25/07/2017 06:21	230.294	17.388	35.89	0.509	31.22	0.503	9.5	0.431	0.517	0.567	35.613		0.49	37.048							0.526	0.416	0.35	0.21			25.185	17.431	35.693	38.66				0.414	0.431	0.231	1.118	0.333	0.498	0.327	1.033			13.329	15.96					
S66DU	5		UXIL		18/07/2017 18:52	185.812	21.682	42.195	0.481	37.055	0.474	9.115	0.456	0.495	0.554	36.455		0.504	37.988		0.482	54.825	0.469	16.13	0.365			0.299	0.172			24.21	17.986	35.062	37.629				0.386	0.415	0.243	1.154	0.314	0.506	0.321	1.052	0.699		12.676	15.248	0.242		0.116		
S66DU	6		UXIL		18/07/2017 18:57	185.999	22.226	40.785	0.487	37.24	0.472	9.358	0.452	0.5	0.557	36.387		0.506	37.888		0.477	55.095	0.47	15.731	0.365			0.302	0.188			25.47	18.23	36.069	38.466				0.382	0.422	0.246	1.186	0.319	0.511	0.33	1.072	0.703		12.648	15.242	0.245		0.135		
S66DU	14		UXIL		18/07/2017 19:03	200.329	21.26	40.065	0.486	36.42	0.49	9.276	0.458	0.505	0.556	36.919		0.517	37.988		0.48	52.975	0.492	16.96	0.357			0.309	0.171			24.363	18.312	35.246	37.843				0.396	0.421	0.241	1.161	0.304	0.511	0.319	1.057	0.693		12.659	15.269	0.243		0.117		
S66DU	21		UXIL		18/07/2017 19:08	180.514	22.182	43.535	0.478	38.665	0.468	9.043	0.467	0.507	0.568	36.981		0.509	37.954		0.472	55.67	0.46	16.637	0.359			0.287	0.166			24.792	17.921	36.39	38.535				0.373	0.428	0.252	1.179	0.302	0.516	0.331	1.066	0.682		12.774	15.34	0.223		0.109		
S66DU	25		UXIL		18/07/2017 19:13	187.315	22.32	41.97	0.484	36.04	0.48	8.612	0.45	0.501	0.563	37.258		0.511	38.167		0.483	53.75	0.477	16.177	0.37			0.301	0.155			24.419	18.083	35.707	37.892				0.388	0.425	0.244	1.16	0.304	0.503	0.321	1.051	0.694		12.78	15.296	0.245		0.107		
S66GD	6		UXSN		17/07/2017 10:10	225.949	18.352	37.16	0.517	32.335	0.503	10.426	0.414	0.506	0.555	35.498		0.501	36.662							0.515	0.396	0.351	0.187			25.238	17.765	35.926	38.487				0.429	0.434	0.235	1.119	0.322	0.502	0.323	1.028			13.404	16.016					
S66GD	8		UXSN		17/07/2017 10:18	221.444	18.188	35.385	0.514	31.22	0.522	10.096	0.425	0.516	0.565	35.706		0.5	36.669							0.528	0.415	0.359	0.18			24.799	17.326	35.537	38.34				0.431	0.441	0.236	1.11	0.311	0.499	0.323	1.015			13.422	16.156					
S66GD	9		UXSN		17/07/2017 10:25	208.562	20.236	39.41	0.502	34.135	0.497	11.641	0.399	0.513	0.555	35.319		0.494	36.508							0.51	0.399	0.344	0.188			24.922	17.54	35.877	38.622				0.412	0.429	0.238	1.121	0.298	0.499	0.326	1.031			13.349	15.977					
S66GD	10		UXSN		17/07/2017 10:33	230.207	18.01	38.165	0.508	32.605	0.501	10.343	0.41	0.512	0.561	35.963		0.492	37.053							0.521	0.392	0.353	0.198			25.306	17.655	35.987	38.583				0.426	0.429	0.234	1.124	0.314	0.493	0.323	1.027			13.395	16.027					
S66GD	20		UXSN		17/07/2017 10:40	227.306	18.43	36.575	0.507	31.58	0.518	10.179	0.417	0.512	0.561	35.532		0.498	36.651							0.525	0.393	0.359	0.166			24.671	17.291	35.301	37.987				0.431	0.441	0.235	1.1	0.297	0.496	0.321	1.014			13.44	16.02					
S66N5	4		UXIL		19/07/2017 00:12	207.081	20.578	43.125	0.478	36.595	0.479	8.993	0.44	0.498	0.566	37.065		0.506	38.168		0.481	53.64	0.477	15.699	0.374			0.3	0.185			23.655	17.865	35.281	37.897				0.387	0.43	0.253	1.153	0.318	0.521	0.323	1.053	0.705		12.716	15.307	0.243		0.12		
S66N5	9		UXIL		19/07/2017 00:17	185.511	24.33	42.14	0.48	37.815	0.472	9.253	0.441	0.503	0.569	36.755		0.503	38.175		0.474	55.245	0.455	17.563	0.351			0.299	0.171			23.152	17.66	34.969	37.83				0.383	0.421	0.253	1.152	0.296	0.512	0.329	1.061	0.68		12.621	15.094	0.242		0.099		
S66N5	17		UXIL		19/07/2017 00:23	200.791	21.428	40.45	0.495	36.805	0.481	8.543	0.464	0.508	0.567	37.137		0.502	38.154		0.491	54.61	0.473	17.281	0.356			0.306	0.196			23.625	18.104	35.167	37.947				0.384	0.419	0.254	1.162	0.325	0.515	0.325	1.067	0.709		12.608	15.076	0.255		0.125		
S66N5	22		UXIL		19/07/2017 00:28	201.385	21.678	42.09	0.49	37.36	0.474	9.922	0.451	0.496	0.56	36.79		0.504	37.997		0.463	53.73	0.474	17.153	0.348			0.292	0.198			23.76	18.013	35.526	38.292				0.382	0.418	0.256	1.165	0.326	0.52	0.329	1.072	0.71		12.651	15.117	0.243		0.147		
S66N5	23		UXIL		19/07/2017 00:33	189.935	22.726	41.67	0.492	37.57	0.484	8.735	0.485	0.516	0.577	37.721		0.509	38.824		0.476	54.95	0.474	16.291	0.363			0.301	0.199			23.697	17.92	35.295	37.985				0.38	0.424	0.253	1.161	0.327	0.521	0.325	1.061	0.706		12.616	15.185	0.242		0.127		
S66U9	1		UXVP		27/06/2017 23:24	222.125	17.09	35.96	0.499	32.88	0.486	9.258	0.424	0.504	0.551	34.99		0.497	36.366									0.319	0.152	2.099	0.473	25.068	16.725	35.753	38.181				0.405	0.436	0.235	1.11	0.287	0.503	0.327	1.011	0.687	1.411	13.504	16.202					
S66U9	6		UXVP		27/06/2017 23:45	204.05	19.224	38.945	0.482	34.39	0.48	10.079	0.414	0.502	0.553	35.339	0.43	0.494	36.676									0.314	0.154	2.07	0.472	25.635	17.24	36.898	38.791	773.592			0.393	0.428	0.241	1.144	0.285	0.491	0.329	1.026	0.67		13.429	16.17					0.881
S66UD	2		UXIL		26/07/2017 02:54	194.258	21.488	41.47	0.491	38.845	0.469	9.496	0.432	0.506	0.564	36.684		0.508	38.018		0.478	52.315	0.479	16.151	0.355			0.304	0.184			24.258	18.271	35.507	37.794				0.39	0.422	0.248	1.17	0.303	0.506	0.32	1.057	0.694		12.579	15.166	0.239		0.083		
S66UD	9		UXIL		26/07/2017 02:59	166.271	23.752	43.395	0.475	37.65	0.462	8.835	0.46	0.506	0.568	36.724		0.513	38.198		0.467	54.685	0.474	17.201	0.348			0.286	0.162			23.897	17.552	35.332	37.908				0.377	0.426	0.248	1.16	0.281	0.515	0.332	1.062	0.66		12.678	15.19	0.229		0.066		
S66UD	14		UXIL		26/07/2017 03:05	191.578	22.908	41.72	0.48	37.305	0.46	9.293	0.457	0.487	0.552	36.79		0.508	38.349		0.462	55.945	0.461	17.243	0.345			0.291	0.155			24.04	17.671	34.834	37.28				0.374	0.412	0.244	1.146	0.292	0.511	0.321	1.042	0.666		12.633	15.24	0.231		0.077		
S66UD	16		UXIL		26/07/2017 03:10	176.323	22.234	43.49	0.483	38.82	0.467	9.378	0.464	0.496	0.567	36.731		0.506	38.165		0.483	56.975	0.463	16.928	0.355			0.287	0.158			23.466	17.379	35.222	38.03				0.372	0.418	0.252	1.159	0.297	0.512	0.332	1.063	0.669		12.645	15.154	0.219		0.075		
S66UD	21		UXIL		26/07/2017 03:15	187.941	23.602	46.165	0.457	40.875	0.461	9.742	0.435	0.494	0.56	36.707		0.511	37.645		0.455	59.11	0.445	18	0.323			0.281	0.154			23.804	17.242	35.394	38.025				0.366	0.412	0.253	1.165	0.295	0.516	0.335	1.06	0.656		12.656	15.184	0.213		0.064		
S66UX	5		UX39		13/07/2017 14:31									0.529	0.579	35.657		0.518	36.993									0.365	0.156	2.276	0.526	23.444	16.441	33.111	36.054				0.434	0.441	0.221	1.049	0.284	0.504	0.308	0.968	0.718	1.528	13.418	16.159					
S66UX	6		UX39		13/07/2017 14:36									0.529	0.578	35.766		0.523	37.049									0.35	0.145	2.458	0.504	23.477	16.283	33.189	36.223				0.423	0.432	0.223	1.05	0.274	0.51	0.311	0.973	0.698	1.556	13.432	16.119					
S66UX	7		UX39		13/07/2017 14:40											35.62		0.515	36.522									0.353	0.163	2.234	0.518	0	0	0	0				0.429	0.433	0.223	1.055	0.287	0.509	0.311	0.975	0.712	1.503							
S66UX	11		UX39		13/07/2017 14:45									0.529	0.574	35.595		0.518	36.808									0.355	0.151	2.318	0.508	22.611	16.04	32.014	35.543				0.428	0.428	0.218	1.022	0.282	0.514	0.308	0.959	0.708	1.526	13.367	16.101					
S66UX	12		UX39		13/07/2017 15:07									0.511	0.567	35.339	0.449	0.521	36.547									0.344	0.156	2.192	0.504	23.236	16.37	33.187	36.239	768.526			0.418	0.428	0.224	1.05	0.274	0.516	0.31	0.973	0.693		13.415	16.155					0.842
S66UX	13		UX39		13/07/2017 15:30									0.528	0.574	35.377	0.443	0.515	36.275									0.365	0.161	2.281	0.525	23.177	16.123	32.776	35.922	769.459			0.428	0.436	0.219	1.039	0.284	0.511	0.31	0.969	0.707		13.427	16.098					0.82
S66UX	15		UX39		13/07/2017 15:35									0.525	0.574	35.841		0.516	36.584									0.347	0.15	2.252	0.491	23.061	16.31	33.019	36.432				0.42	0.434	0.223	1.044	0.287	0.516	0.314	0.977	0.708	1.465	13.39	16.083					
S66UX	25		UX39		13/07/2017 15:40									0.519	0.57	35.371		0.514	36.009									0.36	0.159	2.23	0.513	23.321	16.402	33.199	36.27				0.429	0.436	0.222	1.045	0.287	0.51	0.31	0.973	0.707	1.48	13.473	16.184					
S66YR	6		UXCK		22/07/2017 08:24	236.675	17.66	38.39	0.505	33.32	0.496	12.04	0.384	0.514	0.561			0.5		67.495	0.461	53.225	0.469	21.542	0.269			0.356	0.159			23.978	16.465	34.484	37.196				0.436	0.42	0.23	1.061	0.282	0.505	0.317	0.983	0.713		13.75	16.38					
S66YR	10		UXCK		22/07/2017 08:31	245.585	18.206	37.91	0.504	33.63	0.505	12.1	0.377	0.501	0.552			0.501		68.245	0.466	54.235	0.468	22.263	0.24			0.361	0.153			24.038	16.761	34.462	37.043				0.431	0.421	0.229	1.06	0.27	0.499	0.31	0.973	0.7		13.743	16.446					
S66YR	13		UXCK		22/07/2017 08:48	226.855	18.682	38.96	0.49	34.865	0.502	12.84	0.361	0.501	0.55	36.27	0.455	0.519	37.96	68.3	0.454	54.38	0.466	22.142	0.261			0.351	0.158					34.359	37.155	790.259			0.424	0.413	0.227	1.059	0.295	0.51	0.311	0.978	0.719		13.742	16.436					0.856
S66YR	14		UXCK		22/07/2017 08:55	231.858	17.974	36.955	0.507	32.785	0.51	11.57	0.383	0.514	0.551			0.498		68.11	0.463	53.475	0.467	20.905	0.262			0.358	0.165			24.024	16.797	34.542	36.927				0.434	0.42	0.23	1.065	0.297	0.499	0.312	0.976	0.734		13.712	16.397					
S66YR	15		UXCK		22/07/2017 09:02	232.979	20.072	39.285	0.508	32.94	0.515	11.843	0.379	0.504	0.551			0.504		68.19	0.467	55.085	0.459	21.658	0.247			0.35	0.146			23.963	16.737	34.492	36.891				0.426	0.418	0.23	1.059	0.279	0.502	0.31	0.971	0.703		13.79	16.515					
S66YR	18		UXCK		22/07/2017 09:07	228.635	16.362	35.18	0.51	30.86	0.508	11.904	0.378	0.513	0.56			0.51		64.295	0.474	51.74	0.462	20.797	0.288			0.364	0.193			23.957	16.74	34.016	36.825				0.437	0.419	0.225	1.05	0.31	0.51	0.311	0.972	0.74		13.734	16.432					
S66YR	20		UXCK		22/07/2017 09:14	216.059	19.804	37.975	0.502	33.78	0.498	11.905	0.371	0.514	0.553			0.508		70.34	0.45	55.2	0.462	22.955	0.237			0.349	0.148			23.954	16.698	34.523	37.125				0.426	0.415	0.23	1.064	0.281	0.502	0.313	0.976	0.701		13.727	16.447					
S66YR	25		UXCK		22/07/2017 09:20	237.483	17.656	36.545	0.512	33.455	0.512	12.475	0.378	0.502	0.552			0.511		67.93	0.455	52.95	0.468	21.988	0.243			0.36	0.161			24.049	16.683	34.11	36.461				0.432	0.416	0.224	1.052	0.299	0.503	0.305	0.961	0.723		13.778	16.492					
S66YZ	4		UXIL		21/07/2017 01:41	195.604	22.082	43.195	0.472	39.865	0.455	9.948	0.438	0.493	0.542	36.21		0.498	37.082		0.462	57.12	0.461	18.146	0.346			0.275	0.153			23.991	18.522	35.281	37.917				0.357	0.408	0.247	1.165	0.31	0.495	0.317	1.059	0.665		12.581	15.174	0.216		0.099		
S66YZ	6		UXIL		21/07/2017 01:51	189.593	23.574	45.875	0.468	38.7	0.461	9.781	0.447	0.494	0.551	36.915		0.499	38.265		0.454	59.23	0.452	18.338	0.352			0.273	0.156			24.263	18.275	35.613	38.029				0.36	0.405	0.254	1.181	0.279	0.496	0.324	1.069	0.645		12.54	15.074	0.209		0.101		
S66YZ	8		UXIL		21/07/2017 02:00	175.541	25.802	46.65	0.457	42.21	0.455	10.312	0.45	0.497	0.543	36.467		0.495	37.321		0.449	59.94	0.452	18.403	0.344			0.265	0.146			23.968	18.387	35.361	37.877				0.357	0.406	0.254	1.172	0.285	0.496	0.322	1.066	0.642		12.568	15.081	0.207		0.091		
S66YZ	11		UXIL		21/07/2017 02:13	196.548	22.982	44.98	0.457	40.02	0.457	10.593	0.451	0.487	0.548	36.584		0.5	37.768		0.449	62.815	0.432	19.044	0.338			0.262	0.129			23.832	18.019	35.204	37.838				0.354	0.401	0.252	1.165	0.281	0.496	0.325	1.064	0.636		12.562	15.077	0.202		0.084		
S66YZ	19		UXIL		21/07/2017 02:40	192.512	22.506	41.635	0.47	38.615	0.458	9.709	0.451	0.493	0.55	36.456		0.506	37.733		0.459	57.11	0.461	17.229	0.358			0.272	0.139			23.542	17.883	34.823	37.768				0.355	0.413	0.247	1.148	0.287	0.503	0.324	1.058	0.638		12.584	15.111	0.216		0.086		
S66Z8	6		UX39		12/07/2017 04:40									0.515	0.564	35.138		0.511	36.736									0.361	0.151	2.377	0.515	23.515	16.376	32.777	36.41				0.435	0.43	0.217	1.047	0.284	0.509	0.314	0.986	0.72	1.521	13.332	15.978					
S66Z8	8		UX39		12/07/2017 04:44									0.52	0.563	34.874		0.51	36.493									0.364	0.165	2.219	0.529	23.483	16.301	33.305	36.334				0.429	0.428	0.223	1.056	0.291	0.51	0.316	0.982	0.721	1.49	13.381	16.023					
S66Z8	10		UX39		12/07/2017 04:50									0.525	0.572	35.263		0.515	36.534									0.365	0.168	2.172	0.533	23.583	16.255	33.102	36.793				0.428	0.427	0.223	1.057	0.295	0.512	0.32	0.994	0.725	1.457	13.273	15.987					
S66Z8	12		UX39		12/07/2017 05:11									0.516	0.558	35.048	0.438	0.504	36.705									0.366	0.15	2.44	0.509	23.334	16.693	32.864	36.78	772.659			0.428	0.428	0.221	1.042	0.269	0.506	0.313	0.978	0.706		13.358	16.237					0.855
S66Z8	13		UX39		12/07/2017 05:32									0.518	0.564	35.282	0.436	0.508	36.542									0.359	0.16	2.296	0.513	23.322	16.186	32.896	36.222	769.592			0.427	0.429	0.221	1.042	0.283	0.506	0.314	0.975	0.715		13.386	16.038					0.857
S66Z8	16		UX39		12/07/2017 05:37									0.528	0.571	35.586		0.508	36.675									0.361	0.138	2.543	0.505	22.975	15.998	32.38	35.808				0.43	0.432	0.221	1.035	0.272	0.503	0.31	0.962	0.701	1.548	13.337	16.188					
S66Z8	24		UX39		12/07/2017 05:41									0.516	0.57	35.304		0.516	36.448									0.367	0.174	2.138	0.531	23.395	16.03	32.677	36.503				0.436	0.432	0.218	1.038	0.288	0.519	0.32	0.985	0.728	1.491	13.389	16.036					
S672U	2		UXSN		26/07/2017 00:39	218.847	17.228	32.665	0.519	29.855	0.509	10.843	0.395	0.509	0.556	35.226		0.51	36.501							0.519	0.387	0.351	0.175			23.582	16.849	33.534	37.107				0.422	0.421	0.226	1.059	0.299	0.501	0.314	0.988			13.408	16.161					
S672U	4		UXSN		26/07/2017 00:47	212.344	18.082	35.995	0.505	32.405	0.488	10.19	0.435	0.505	0.557	35.326		0.501	36.373							0.518	0.394	0.36	0.193			24.095	17.417	34.48	37.93				0.423	0.432	0.23	1.082	0.304	0.499	0.317	1.004			13.431	16.163					
S672U	7		UXSN		26/07/2017 00:54	208.704	17.962	36.84	0.506	33.3	0.495	11.449	0.413	0.517	0.563	35.344		0.502	36.519							0.506	0.387	0.345	0.182			24.078	17.046	34.765	37.832				0.418	0.433	0.233	1.093	0.301	0.495	0.323	1.015			13.373	15.992					
S672U	13		UXSN		26/07/2017 01:03	207.271	18.534	36.225	0.502	32.38	0.489	10.104	0.439	0.511	0.564	35.312		0.5	36.416							0.511	0.395	0.337	0.19			23.901	16.634	34.462	37.762				0.407	0.428	0.232	1.084	0.313	0.51	0.327	1.013			13.374	15.989					
S672U	14		UXSN		26/07/2017 01:11	186.087	17.828	38.97	0.485	33.155	0.482	10.281	0.422	0.504	0.557	35.701		0.515	36.912							0.508	0.39	0.34	0.175			23.765	17.066	34.216	37.938				0.409	0.423	0.229	1.078	0.3	0.505	0.323	1.014			13.429	16.026					
S672U	20		UXSN		26/07/2017 01:41	221.179	17.754	35.81	0.497	32.365	0.494	11.369	0.413	0.502	0.556	35.202		0.509	36.37							0.506	0.377	0.342	0.152			23.728	17.02	34.141	37.83				0.417	0.428	0.232	1.078	0.285	0.502	0.323	1.014			13.406	16.03					
S672U	24		UXSN		26/07/2017 01:49	203.296	18.762	34.785	0.501	31.8	0.492	11.103	0.407	0.515	0.572	35.4		0.504	36.56							0.509	0.395	0.349	0.173			23.996	16.444	34.54	37.851				0.415	0.442	0.233	1.086	0.297	0.513	0.33	1.013			13.454	16.016					
S673G	1		UX39		17/07/2017 06:12									0.518	0.564	35.514		0.523	36.529									0.352	0.191	1.843	0.541	24.496	17.571	34.411	37.729				0.428	0.434	0.226	1.08	0.31	0.518	0.313	1.005	0.73	1.407	13.438	16.127					
S673G	3		UX39		17/07/2017 06:16									0.517	0.563	35.4		0.521	36.913									0.364	0.187	1.935	0.552	24.723	17.669	34.812	37.589				0.425	0.435	0.225	1.092	0.313	0.512	0.312	1.002	0.731	1.356	13.449	16.137					
S673G	7		UX39		17/07/2017 06:22									0.517	0.559	35.271		0.52	36.682									0.361	0.184	1.995	0.551	24.561	17.667	34.667	37.755				0.428	0.436	0.225	1.087	0.299	0.513	0.311	1.004	0.734	1.431	13.465	16.178					
S673G	8		UX39		17/07/2017 06:27									0.515	0.561	35.627		0.523	37.115									0.356	0.176	2.011	0.532	24.484	17.728	34.375	37.393				0.422	0.433	0.225	1.075	0.301	0.519	0.307	0.994	0.725	1.413	13.474	16.251					
S673G	12		UX39		17/07/2017 06:48									0.509	0.558	35.127	0.455	0.522	36.337									0.352	0.162	2.117	0.512	23.839	17.283	33.772	36.986	760.659			0.423	0.438	0.225	1.061	0.284	0.519	0.31	0.985	0.713		13.483	16.198					0.838
S673G	13		UX39		17/07/2017 07:10									0.512	0.561	35.716	0.451	0.515	36.68									0.347	0.182	1.907	0.52	24.638	17.652	34.629	37.736	764.392			0.419	0.433	0.226	1.088	0.295	0.511	0.313	1.005	0.712		13.42	16.134					0.838
S673G	15		UX39		17/07/2017 07:15									0.517	0.561	35.416		0.517	36.75									0.351	0.186	1.867	0.535	24.58	17.697	34.397	37.525				0.425	0.437	0.224	1.079	0.299	0.511	0.31	0.999	0.717	1.423	13.475	16.164					
S673G	23		UX39		17/07/2017 07:19									0.52	0.564	35.86		0.517	36.926									0.359	0.178	2.011	0.536	23.879	17.293	33.722	36.727				0.432	0.441	0.222	1.058	0.284	0.511	0.306	0.979	0.718	1.517	13.545	16.203					
S6772	6		UXSN		26/07/2017 01:56	229.084	19.438	35.465	0.507	33.46	0.503	11.072	0.421	0.514	0.566	35.745		0.511	37.014							0.515	0.392	0.348	0.189			24.321	17.094	35.278	38.739				0.412	0.426	0.237	1.101	0.303	0.522	0.332	1.032			13.463	16.014					
S6772	7		UXSN		26/07/2017 02:04	211.63	19.258	35.815	0.524	31.35	0.506	10.9	0.416	0.515	0.571	35.815		0.51	36.713							0.527	0.397	0.348	0.195			24.398	17.086	35.501	38.858				0.426	0.436	0.239	1.106	0.311	0.513	0.335	1.041			13.476	15.92					
S6772	11		UXSN		26/07/2017 02:11	223.682	18.07	34.285	0.508	32.14	0.503	11.441	0.402	0.509	0.562	35.676		0.506	37.082							0.522	0.385	0.34	0.173			24.233	17.007	35.037	38.673				0.418	0.423	0.236	1.097	0.307	0.512	0.332	1.031			13.422	16.017					
S6772	13		UXSN		26/07/2017 02:19	237.764	17.314	35.785	0.506	32.06	0.504	10.234	0.434	0.512	0.565	35.724		0.512	36.646							0.524	0.405	0.337	0.19			24.455	17.126	35.177	38.17				0.418	0.432	0.237	1.101	0.324	0.515	0.328	1.023			13.412	15.962					
S6772	23		UXSN		26/07/2017 02:27	226.195	17.926	35.67	0.519	32.295	0.503	11.364	0.39	0.499	0.565	35.783		0.5	36.911							0.526	0.374	0.343	0.156			23.877	16.771	34.963	38.097				0.414	0.428	0.239	1.091	0.3	0.507	0.326	1.01			13.463	16.198					
S677H	4		UX39		17/07/2017 00:56									0.52	0.562	35.181		0.507	36.589									0.357	0.194	1.84	0.551	24.814	17.257	34.946	37.761				0.429	0.433	0.229	1.096	0.303	0.523	0.317	1.007	0.734	1.407	13.425	16.136					
S677H	8		UX39		17/07/2017 01:00									0.518	0.562	35.47		0.515	36.682									0.35	0.174	1.988	0.529	24.081	16.853	34.442	37.265				0.417	0.431	0.23	1.078	0.307	0.525	0.317	0.997	0.723	1.357	13.484	16.117					
S677H	10		UX39		17/07/2017 01:05									0.521	0.563	35.102		0.513	36.542									0.362	0.168	2.119	0.53	24.393	17.031	34.52	37.337				0.424	0.434	0.226	1.083	0.304	0.519	0.317	0.997	0.725	1.404	13.435	16.165					
S677H	12		UX39		17/07/2017 01:26									0.522	0.569	35.738	0.442	0.505	36.842									0.348	0.196	1.79	0.536	24.587	17.098	34.644	37.01	771.326			0.425	0.431	0.228	1.09	0.307	0.516	0.312	0.993	0.738		13.426	16.104					0.841
S677H	13		UX39		17/07/2017 01:48									0.523	0.563	35.229	0.448	0.51	36.654									0.354	0.189	1.935	0.542	24.349	16.86	34.478	36.958	769.059			0.422	0.434	0.227	1.081	0.307	0.518	0.314	0.992	0.73		13.465	16.119					0.841
S677H	21		UX39		17/07/2017 01:53									0.529	0.57	35.544		0.512	36.71									0.358	0.198	1.824	0.553	24.279	16.84	34.468	37.298				0.426	0.44	0.228	1.079	0.32	0.518	0.316	0.997	0.742	1.36	13.489	16.129					
S677H	25		UX39		17/07/2017 01:57									0.525	0.563	35.337		0.502	36.63									0.35	0.207	1.706	0.564	24.23	16.869	34.428	36.666				0.422	0.436	0.226	1.079	0.321	0.509	0.309	0.983	0.745	1.319	13.473	16.154					
S67C8	2		UX39		11/07/2017 13:37									0.524	0.573	35.308		0.503	36.235									0.372	0.197	1.884	0.574	25.286	17.342	35.459	37.536				0.443	0.449	0.228	1.099	0.317	0.506	0.314	0.998	0.751	1.356	13.537	16.187					
S67C8	5		UX39		11/07/2017 13:42									0.535	0.577	35.77		0.51	37.19									0.364	0.178	2.017	0.542	24.739	17.406	34.899	37.547				0.436	0.439	0.227	1.086	0.308	0.507	0.317	1.004	0.738	1.414	13.493	16.06					
S67C8	9		UX39		11/07/2017 13:47									0.517	0.57	35.17		0.504	36.06									0.36	0.178	2	0.544	24.934	17.517	35.138	38.144				0.438	0.44	0.229	1.098	0.307	0.506	0.321	1.02	0.747	1.433	13.425	16.041					
S67C8	12		UX39		11/07/2017 14:07									0.525	0.577	35.448	0.436	0.502	36.384									0.364	0.166	2.233	0.527	23.508	16.612	33.515	36.269	776.926			0.43	0.44	0.226	1.054	0.279	0.5	0.31	0.976	0.708		13.417	16.064					0.858
S67C8	13		UX39		11/07/2017 14:28									0.523	0.574	35.463	0.437	0.504	36.846									0.354	0.155	2.277	0.518	23.95	16.892	34.431	37.106	763.726			0.422	0.436	0.231	1.073	0.303	0.502	0.313	0.99	0.727		13.526	16.154					0.854
S67C8	16		UX39		11/07/2017 14:33									0.53	0.576	35.554		0.508	36.421									0.365	0.177	2	0.535	24.425	17.207	34.581	37.461				0.435	0.446	0.227	1.08	0.304	0.504	0.315	0.999	0.739	1.406	13.506	16.147					
S67C8	24		UX39		11/07/2017 14:38									0.523	0.572	35.546		0.515	36.637									0.359	0.165	2.145	0.531	23.694	16.876	33.916	36.767				0.426	0.444	0.227	1.06	0.3	0.515	0.311	0.982	0.729	1.434	13.517	16.111					
