LOTID5	WAFER_ID	PROCESS_ID_LE522600_PROCESS_ID_MAX	ET_TIME_LE522600_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	NW_Res_10x30	RVTN_0.21/0.03x7_Vtsat	RVTN_1/1_Vtlin	RVTN_Cov	RVTN_Covdd	RVTP_0.3/0.03x5_Vtsat	RVTP_1/1_Vtlin	RVTP_Cov	RVTP_Covdd	RVT_Vt_Sum	SGN_Tox_inv	SGP_Tox_inv	VPNP_Beta	date	month	date_lot
S65RD	4	UXTN	28/06/2017 09:16			550.371	521.697	9.348	428.85							0.384	0.225	32.091	35.791		0.461	0.428	0.21	1.022	0.33	0.51	0.301	0.962		13.4	16.106		28	6	6/28_S65RD
S65RD	8	UXTN	28/06/2017 09:32			514.721	510.092	10.108	416.357							0.369	0.211	34.078	36.766		0.437	0.421	0.226	1.072	0.316	0.507	0.309	0.988		13.394	16.094		28	6	6/28_S65RD
S65RD	13	UXTN	28/06/2017 10:30	223.556	12.581	544.987	509.744	9.721	422.657							0.387	0.214	32.745	36.03	782.259	0.458	0.422	0.211	1.041	0.326	0.513	0.302	0.972	0.776	13.351	16.052	0.84	28	6	6/28_S65RD
S65RD	15	UXTN	28/06/2017 10:46			534.147	522.89	9.283	419.89							0.387	0.202	31.951	35.408		0.461	0.422	0.211	1.021	0.313	0.509	0.302	0.958		13.348	16.115		28	6	6/28_S65RD
S65RD	24	UXTN	28/06/2017 11:02			524.15	514.91	8.833	446.651							0.373	0.218	34.162	37.125		0.451	0.422	0.217	1.071	0.331	0.502	0.303	0.991		13.425	16.166		28	6	6/28_S65RD
S65RD	25	UXTN	28/06/2017 11:16			514.28	514.421	9.567	425.344							0.38	0.224	34.849	37.778		0.452	0.426	0.223	1.092	0.332	0.506	0.312	1.007		13.443	16.077		28	6	6/28_S65RD
S65XA	8	UXTN	28/06/2017 20:11	215.009	14.925	507.8	497.996	9.292	416.907							0.374	0.204	32.951	35.986	781.459	0.44	0.426	0.216	1.05	0.321	0.507	0.307	0.969	0.76	13.329	16.057	0.833	28	6	6/28_S65XA
SZ8F3	2	UXTN	28/06/2017 01:25			439.204	452.732	11.04	460.67							0.299	0.282	33.092	35.479		0.366	0.361	0.211	1.049	0.36	0.467		0.943		13.359	16.451		28	6	6/28_SZ8F3
SZ8F3	4	UXTN	28/06/2017 01:40			423.566	440.799	10.527	466.036							0.281	0.276	34.437	36.348		0.358	0.355	0.223	1.09	0.366	0.473		0.96		13.302	16.467		28	6	6/28_SZ8F3
SZ8F3	5	UXTN	28/06/2017 01:54			422.096	438.898	10.693	461.218							0.285	0.269	33.911	36.327		0.356	0.352	0.217	1.076	0.375	0.47		0.961		13.293	16.403		28	6	6/28_SZ8F3
SZ8F3	10	UXTN	28/06/2017 02:10			424.416	437.481	11.056	452.022							0.285	0.284	34.787	36.729		0.361	0.352	0.223	1.099	0.366	0.47		0.974		13.273	16.344		28	6	6/28_SZ8F3
SZ8F3	13	UXTN	28/06/2017 03:09	220.107	23.807	439.169	448.626	10.757	458.893							0.295	0.281	34.311	36.82	787.325	0.376	0.359	0.214	1.084	0.366	0.468		0.968	0.748	13.307	16.411	0.832	28	6	6/28_SZ8F3
SZ8F3	25	UXTN	28/06/2017 03:23			434.718	441.007	11.55	443.842							0.289	0.289	34.049	36.253		0.363	0.36	0.219	1.076	0.384	0.471		0.957		13.335	16.466		28	6	6/28_SZ8F3
SZ8HG	4	UXTN	28/06/2017 05:49			428.564	436.55	12.53	431.991							0.295	0.278	32.602	35.092		0.367	0.365	0.211	1.036	0.372	0.475		0.936		13.389	16.425		28	6	6/28_SZ8HG
SZ8HG	5	UXTN	28/06/2017 06:05			430.863	441.784	11.781	447.632							0.299	0.298	32.555	35.024		0.368	0.366	0.211	1.039	0.374	0.476		0.937		13.362	16.377		28	6	6/28_SZ8HG
SZ8HG	10	UXTN	28/06/2017 06:19			421.8	429.6	11.695	453.35							0.293	0.29	33.041	35.349		0.366	0.364	0.214	1.048	0.385	0.477		0.94		13.336	16.375		28	6	6/28_SZ8HG
SZ8HG	13	UXTN	28/06/2017 07:24	207.419	23.791	418.211	434.14	11.577	452.745							0.293	0.294	33.256	35.756	765.992	0.363	0.365	0.21	1.057	0.388	0.476		0.95	0.756	13.339	16.412	0.835	28	6	6/28_SZ8HG
SZ8HG	16	UXTN	28/06/2017 07:39			413.72	432.99	11.528	458.28							0.296	0.299	33.391	35.917		0.36	0.361	0.213	1.064	0.383	0.475		0.954		13.3	16.389		28	6	6/28_SZ8HG
S61WY	7	UXTD	29/06/2017 11:34			482.539	475.949	10.809	411.827	0.504	0.574	0.207	0.236	0.515	0.546	0.344	0.195	30.942	34.245		0.419	0.403	0.219	0.998	0.294	0.504	0.295	0.932		13.294	16.053		29	6	6/29_S61WY
S61WY	8	UXTD	29/06/2017 11:53			464.115	471.599	9.067	443.028	0.512	0.584	0.21	0.233	0.518	0.552	0.326	0.21	32.862	35.883		0.4	0.405	0.23	1.048	0.323	0.519	0.312	0.971		13.305	16.053		29	6	6/29_S61WY
S61WY	12	UXTD	29/06/2017 12:55	199.429	18.309	480.89	479.815	9.911	426.647	0.509	0.576	0.206	0.238	0.516	0.549	0.34	0.215	31.608	34.846	786.125	0.411	0.405	0.218	1.018	0.317	0.509	0.299	0.947	0.733	13.267	16.012	0.85	29	6	6/29_S61WY
S61WY	13	UXTD	29/06/2017 13:56	202.329	16.503	495.566	483.397	9.27	431.928	0.509	0.58	0.208	0.238	0.511	0.555	0.346	0.217	31.896	35.315	785.459	0.419	0.409	0.221	1.023	0.336	0.519	0.309	0.957	0.757	13.336	16.03	0.856	29	6	6/29_S61WY
S61WY	21	UXTD	29/06/2017 14:14			481.859	474.221	10.009	432.517	0.502	0.571	0.21	0.234	0.515	0.552	0.337	0.19	31.978	35.298		0.407	0.408	0.222	1.026	0.308	0.512	0.303	0.957		13.34	16.026		29	6	6/29_S61WY
S61WY	22	UXTD	29/06/2017 14:33			486.221	461.63	9.442	421.483	0.495	0.571	0.208	0.246	0.521	0.556	0.332	0.213	32.248	35.652		0.403	0.405	0.22	1.033	0.332	0.514	0.305	0.964		13.313	16.035		29	6	6/29_S61WY
S61WY	24	UXTD	29/06/2017 14:50			495.131	480.578	9.25	423.77	0.503	0.573	0.207	0.254	0.519	0.553	0.343	0.221	32.101	35.545		0.42	0.406	0.218	1.028	0.337	0.52	0.306	0.961		13.37	16.085		29	6	6/29_S61WY
S61YX	2	UXTD	29/06/2017 22:45			461.618	473.368	11.113	405.221	0.51	0.574	0.209	0.248	0.506	0.526	0.342	0.216	32.742	35.559		0.41	0.406	0.223	1.042	0.325	0.503	0.295	0.96		13.365	16.076		29	6	6/29_S61YX
S61YX	4	UXTD	29/06/2017 23:03			469.236	459.797	10.778	425.102	0.51	0.578	0.209	0.25	0.512	0.538	0.339	0.207	32.583	35.605		0.406	0.401	0.225	1.04	0.325	0.508	0.301	0.963		13.335	16.049		29	6	6/29_S61YX
S61YX	5	UXTD	29/06/2017 23:19			472.862	457.624	10.25	429.84	0.506	0.575	0.209	0.257	0.517	0.529	0.335	0.201	32.309	35.463		0.402	0.404	0.222	1.031	0.328	0.517	0.294	0.957		13.343	16.118		29	6	6/29_S61YX
S63DZ	1	UXTD	29/06/2017 10:00			488.673	486.343	9.435	448.303	0.517	0.592	0.207	0.245	0.502	0.523	0.362	0.227	32.821	35.797		0.431	0.433	0.225	1.034	0.339	0.524	0.301	0.959		13.543	16.21		29	6	6/29_S63DZ
S63DZ	12	UXTD	29/06/2017 11:00	176.361	18.984	474.368	470.213	9.099	447.632	0.521	0.594	0.208	0.24	0.514	0.523	0.352	0.208	32.487	35.035	783.992	0.413	0.426	0.228	1.028	0.324	0.527	0.301	0.944	0.739	13.49	16.208	0.827	29	6	6/29_S63DZ
S63DZ	13	UXTD	29/06/2017 12:02	176.076	18.479	478.929	470.115	9.816	437.738	0.52	0.588	0.208	0.251	0.513	0.522	0.349	0.216	33.063	35.845	792.792	0.423	0.427	0.227	1.044	0.326	0.527	0.302	0.961	0.749	13.467	16.214	0.829	29	6	6/29_S63DZ
S63DZ	14	UXTD	29/06/2017 12:18			470.585	467.584	9.114	452.901	0.527	0.594	0.208	0.245	0.516	0.523	0.353	0.238	33.451	36.094		0.421	0.428	0.228	1.054	0.339	0.533	0.303	0.964		13.447	16.219		29	6	6/29_S63DZ
S63DZ	18	UXTD	29/06/2017 12:36			497.213	490.166	9.195	433.408	0.522	0.59	0.205	0.254	0.522	0.526	0.37	0.232	33.082	35.797		0.44	0.427	0.218	1.04	0.346	0.535	0.302	0.96		13.498	16.227		29	6	6/29_S63DZ
S63DZ	22	UXTD	29/06/2017 12:52			471.799	472.285	9.703	430.868	0.523	0.596	0.209	0.239	0.519	0.533	0.343	0.21	32.789	35.007		0.412	0.435	0.23	1.034	0.327	0.532	0.303	0.939		13.517	16.297		29	6	6/29_S63DZ
S63DZ	25	UXTD	29/06/2017 13:08			492.595	487.007	9.516	448.345	0.519	0.596	0.208	0.24	0.514	0.528	0.361	0.212	32.939	35.484		0.427	0.433	0.226	1.033	0.337	0.528	0.303	0.947		13.571	16.333		29	6	6/29_S63DZ
S6476	1	UXTD	29/06/2017 05:39	179.674	19.265			9.412	449.257				0.255												0.338	0.515						0.868	29	6	6/29_S6476
S6476	8	UXTD	29/06/2017 05:55			474.011	468.7	9.599	437.848	0.501	0.577	0.21	0.255	0.52	0.535	0.353	0.219	33.913	36.791		0.414	0.405	0.227	1.067	0.339	0.51	0.3	0.984		13.457	16.149		29	6	6/29_S6476
S6476	10	UXTD	29/06/2017 06:21	190.584	18.064	483.463	479.848	9.7795	436.7455	0.509	0.581	0.21	0.254	0.518	0.543	0.353	0.227	34.244	37.119		0.425	0.411	0.228	1.072	0.3345	0.513	0.306	0.994		13.519	16.109	0.857	29	6	6/29_S6476
S6476	11	UXTD	29/06/2017 06:46	176.863	20.036	472.642	477.556	8.4	456.286	0.519	0.591	0.208	0.242	0.51	0.542	0.35	0.207	34.281	37.093		0.431	0.413	0.23	1.074	0.339	0.51	0.311	0.993		13.5	16.087	0.848	29	6	6/29_S6476
S6476	12	UXTD	29/06/2017 07:46	198.369	18.123	471.955	477.396	9.398	430.345	0.508	0.578	0.21	0.251	0.525	0.548	0.352	0.231	34.553	37.302	796.125	0.426	0.408	0.227	1.079	0.337	0.517	0.305	1.001	0.768	13.476	16.085	0.852	29	6	6/29_S6476
S6476	13	UXTD	29/06/2017 08:46	191.126	20.654	480.218	472.472	9.371	429.6	0.504	0.588	0.21	0.248	0.521	0.547	0.35	0.223	34.361	37.223	798.659	0.42	0.415	0.231	1.076	0.35	0.522	0.312	0.997	0.765	13.468	16.048	0.86	29	6	6/29_S6476
S6476	15	UXTD	29/06/2017 08:56	175.272	18.531			9.868	433.573				0.253												0.33	0.505						0.847	29	6	6/29_S6476
S6476	16	UXTD	29/06/2017 09:06	186.477	18.009			9.298	446.662				0.255												0.33	0.506						0.869	29	6	6/29_S6476
S6476	17	UXTD	29/06/2017 09:23			476.25	472.817	8.721	428.583	0.512	0.585	0.211	0.236	0.511	0.552	0.355	0.214	33.76	36.504		0.423	0.417	0.228	1.061	0.336	0.512	0.31	0.984		13.463	16.052		29	6	6/29_S6476
S6476	22	UXTD	29/06/2017 09:41			466.27	464.515	9.145	433.896	0.511	0.586	0.211	0.242	0.51	0.543	0.343	0.211	33.418	36.322		0.41	0.405	0.229	1.052	0.337	0.514	0.307	0.977		13.481	16.085		29	6	6/29_S6476
S6476	25	UXTD	29/06/2017 09:51	198.743	19.113			8.855	456.112				0.26												0.328	0.504						0.854	29	6	6/29_S6476
S65NB	2	UXTN	29/06/2017 11:25			535.075	511.611	9.53	417.449							0.384	0.201	33.287	35.955		0.454	0.439	0.214	1.051	0.312	0.509	0.303	0.963		13.439	16.229		29	6	6/29_S65NB
S65NB	9	UXTN	29/06/2017 11:41			502.161	502.168	9.817	418.549							0.361	0.182	33.695	36.165		0.435	0.424	0.222	1.06	0.305	0.508	0.304	0.972		13.459	16.155		29	6	6/29_S65NB
S65NB	13	UXTN	29/06/2017 12:41	232.101	14.491	537.487	517.326	9.385	412.442							0.386	0.182	32.35	35.214	779.726	0.456	0.426	0.21	1.024	0.306	0.507	0.292	0.946	0.767	13.492	16.24	0.862	29	6	6/29_S65NB
S65NB	14	UXTN	29/06/2017 12:57			523.683	504.003	9.074	417.946							0.374	0.205	32.782	35.642		0.452	0.427	0.212	1.037	0.32	0.51	0.297	0.955		13.449	16.205		29	6	6/29_S65NB
S65NB	17	UXTN	29/06/2017 13:13			506.483	503.885	9.33	422.314							0.366	0.2	33.354	36		0.438	0.419	0.215	1.054	0.303	0.503	0.297	0.964		13.42	16.213		29	6	6/29_S65NB
S65NB	19	UXTN	29/06/2017 13:27			514.333	496.04	9.478	416.925							0.367	0.189	33.202	36.02		0.439	0.421	0.215	1.049	0.314	0.5	0.298	0.962		13.417	16.21		29	6	6/29_S65NB
SZ8NW	1	UXTD	29/06/2017 13:53			467.947	467.853	9.046	447.66	0.511	0.58	0.208	0.256	0.533	0.546	0.339	0.221	33.614	36.488		0.402	0.405	0.224	1.061	0.337	0.526	0.308	0.982		13.395	16.022		29	6	6/29_SZ8NW
SZ8NW	4	UXTD	29/06/2017 14:11			465.612	465.343	9.035	436.508	0.499	0.571	0.21	0.26	0.532	0.556	0.331	0.221	33.909	36.92		0.406	0.409	0.225	1.072	0.343	0.531	0.31	0.992		13.352	16.035		29	6	6/29_SZ8NW
SZ8NW	6	UXTD	29/06/2017 15:15	153.454	18.949	471.3	462.913	8.599	457.188	0.508	0.583	0.207	0.256	0.529	0.541	0.333	0.233	33.188	36.533	793.725	0.407	0.402	0.222	1.059	0.356	0.522	0.303	0.978	0.763	13.305	16.132	0.858	29	6	6/29_SZ8NW
S61YX	12	UXTD	30/06/2017 00:22	184.568	20.765	474.932	464.272	10.619	426.881	0.504	0.572	0.211	0.254	0.512	0.547	0.329	0.217	33.328	35.958	797.459	0.403	0.405	0.229	1.061	0.336	0.51	0.303	0.974	0.738	13.284	15.98	0.865	30	6	6/30_S61YX
S61YX	13	UXTD	30/06/2017 01:23	173.766	20.722	474.559	467.865	10.58	421.621	0.514	0.582	0.21	0.259	0.506	0.539	0.339	0.235	33.118	35.918	793.992	0.401	0.408	0.226	1.056	0.329	0.509	0.303	0.969	0.732	13.318	16.072	0.878	30	6	6/30_S61YX
S61YX	19	UXTD	30/06/2017 01:40			463.808	455.813	10.732	424.884	0.518	0.576	0.21	0.261	0.514	0.538	0.341	0.204	32.501	35.297		0.401	0.408	0.225	1.038	0.333	0.513	0.297	0.957		13.363	16.052		30	6	6/30_S61YX
S61YX	23	UXTD	30/06/2017 01:56			476.714	472.241	10.791	422.949	0.499	0.569	0.21	0.258	0.513	0.54	0.342	0.223	32.536	35.66		0.407	0.402	0.222	1.038	0.325	0.513	0.298	0.964		13.346	16.057		30	6	6/30_S61YX
S5ZKU	12	UXTD	01/07/2017 11:34	184.151	19.327	494.532	489.845	8.904	441.866	0.522	0.594	0.206	0.248	0.51	0.529	0.363	0.232	32.767	35.941	791.725	0.431	0.412	0.218	1.039	0.343	0.524	0.3	0.965	0.779	13.43	16.167	0.838	1	7	7/01_S5ZKU
S5ZKU	13	UXTD	01/07/2017 12:33	173.818	19.476	491.4	475.337	10.521	409.851	0.507	0.577	0.212	0.235	0.507	0.535	0.352	0.215	33.708	36.281	791.459	0.425	0.415	0.229	1.064	0.334	0.507	0.299	0.973	0.752	13.393	16.137	0.819	1	7	7/01_S5ZKU
S5ZKU	14	UXTD	01/07/2017 12:50			475.878	468.681	10.217	420.622	0.512	0.586	0.211	0.239	0.515	0.535	0.351	0.204	33.11	36.036		0.417	0.417	0.228	1.046	0.343	0.529	0.304	0.966		13.451	16.193		1	7	7/01_S5ZKU
S5ZKU	15	UXTD	01/07/2017 13:06			483.949	482.14	9.163	439.679	0.511	0.578	0.211	0.26	0.517	0.527	0.358	0.217	32.83	35.927		0.419	0.404	0.224	1.039	0.331	0.516	0.294	0.964		13.436	16.225		1	7	7/01_S5ZKU
S5ZKU	17	UXTD	01/07/2017 13:23			485.185	481.217	10.132	428.828	0.507	0.583	0.209	0.251	0.515	0.527	0.361	0.222	32.756	35.916		0.423	0.406	0.219	1.041	0.328	0.514	0.298	0.966		13.388	16.11		1	7	7/01_S5ZKU
S5ZKU	19	UXTD	01/07/2017 13:40			488.443	480.648	9.181	426.772	0.503	0.573	0.21	0.255	0.518	0.543	0.364	0.228	33.144	36.594		0.43	0.411	0.219	1.05	0.324	0.519	0.302	0.98		13.415	16.119		1	7	7/01_S5ZKU
S5ZKU	20	UXTD	01/07/2017 13:55			482.397	481.44	8.808	427.363	0.505	0.589	0.211	0.241	0.507	0.538	0.356	0.217	33.108	35.8		0.425	0.41	0.229	1.048	0.328	0.523	0.305	0.962		13.417	16.113		1	7	7/01_S5ZKU
S5ZZT	2	UXTD	01/07/2017 21:13			516.892	504.205	8.808	447.441	0.534	0.581	0.204	0.245	0.506	0.535	0.382	0.213	32.777	36.119		0.453	0.423	0.214	1.035	0.334	0.508	0.296	0.965		13.551	16.232		1	7	7/01_S5ZZT
S5ZZT	4	UXTD	01/07/2017 21:30			514.206	505.618	9.439	428.37	0.523	0.584	0.205	0.265	0.513	0.534	0.389	0.218	33.251	36.161		0.454	0.428	0.215	1.041	0.332	0.507	0.295	0.969		13.561	16.197		1	7	7/01_S5ZZT
S5ZZT	7	UXTD	01/07/2017 22:07			513.118	504.224	8.72	455.598	0.52	0.579	0.203	0.25	0.513	0.534	0.382	0.235	32.587	36.318		0.453	0.42	0.212	1.027	0.326	0.511	0.297	0.97		13.518	16.208		1	7	7/01_S5ZZT
S5ZZT	12	UXTD	01/07/2017 23:17	190.89	16.397	508.1	497.816	9.18	438.543	0.513	0.577	0.206	0.261	0.525	0.539	0.38	0.221	33.042	36.649	785.725	0.443	0.423	0.216	1.042	0.34	0.52	0.302	0.977	0.791	13.514	16.23	0.827	1	7	7/01_S5ZZT
S60B9	4	UXTD	01/07/2017 07:16			466.829	466.553	9.786	437.524	0.522	0.596	0.206	0.241	0.513	0.541	0.352	0.222	32.473	35.9		0.423	0.42	0.223	1.031	0.342	0.524	0.306	0.963		13.441	16.194		1	7	7/01_S60B9
S60B9	5	UXTD	01/07/2017 07:34			468.708	470.443	9.586	437.423	0.515	0.594	0.207	0.241	0.517	0.541	0.346	0.097	32.694	36.444		0.408	0.424	0.225	1.033	0.259	0.526	0.321	0.974		13.481	16.187		1	7	7/01_S60B9
S60B9	6	UXTD	01/07/2017 07:50			479.095	479.152	10.453	411.109	0.513	0.585	0.207	0.238	0.507	0.545	0.358	0.166	32.534	36.36		0.421	0.426	0.223	1.031	0.297	0.523	0.317	0.971		13.442	16.21		1	7	7/01_S60B9
S60B9	7	UXTD	01/07/2017 08:07			473.471	474.715	9.422	442.492	0.509	0.581	0.209	0.235	0.502	0.543	0.342	0.23	33.087	36.184		0.419	0.423	0.227	1.043	0.344	0.532	0.315	0.968		13.435	16.195		1	7	7/01_S60B9
S60B9	8	UXTD	01/07/2017 08:25			481.597	478.429	9.434	425.074	0.513	0.595	0.207	0.232	0.514	0.541	0.344	0.223	32.32	35.804		0.412	0.42	0.224	1.026	0.35	0.532	0.314	0.962		13.421	16.148		1	7	7/01_S60B9
S60B9	9	UXTD	01/07/2017 08:41			479.373	468.295	9.54	426.255	0.52	0.589	0.207	0.231	0.51	0.549	0.349	0.285	32.825	35.933		0.417	0.423	0.226	1.037	0.384	0.536	0.313	0.96		13.474	16.269		1	7	7/01_S60B9
S60B9	10	UXTD	01/07/2017 08:59			471.308	459.365	10.418	426.904	0.517	0.587	0.208	0.237	0.508	0.538	0.351	0.332	32.75	35.938		0.416	0.417	0.224	1.039	0.405	0.537	0.308	0.963		13.429	16.216		1	7	7/01_S60B9
S60B9	11	UXTD	01/07/2017 09:16			477.534	473.283	8.835	442.342	0.517	0.593	0.207	0.239	0.511	0.541	0.35	0.221	32.699	35.808		0.418	0.425	0.224	1.033	0.331	0.525	0.306	0.96		13.468	16.211		1	7	7/01_S60B9
S60B9	12	UXTD	01/07/2017 10:15	184.62	19.128	470.737	465.313	9.118	435.71	0.512	0.583	0.208	0.241	0.509	0.547	0.334	0.221	32.81	35.8	782.926	0.41	0.42	0.226	1.041	0.328	0.524	0.307	0.961	0.737	13.418	16.186	0.871	1	7	7/01_S60B9
S60B9	13	UXTD	01/07/2017 11:17	172.51	19.658	478.554	465.531	9.665	429.867	0.518	0.595	0.208	0.242	0.51	0.538	0.348	0.222	32.966	36.137	781.726	0.412	0.423	0.225	1.042	0.341	0.528	0.309	0.967	0.766	13.433	16.223	0.866	1	7	7/01_S60B9
S60B9	16	UXTD	01/07/2017 11:34			487.592	474.822	9.849	430.427	0.525	0.598	0.206	0.234	0.514	0.541	0.363	0.105	32.144	36.228		0.427	0.422	0.223	1.02	0.264	0.519	0.319	0.966		13.458	16.264		1	7	7/01_S60B9
S60B9	17	UXTD	01/07/2017 11:50			487.1	468.7	8.95	450.488	0.52	0.59	0.207	0.244	0.518	0.545	0.363	0.168	32.354	36.396		0.429	0.418	0.22	1.026	0.3	0.53	0.316	0.97		13.437	16.221		1	7	7/01_S60B9
S60B9	18	UXTD	01/07/2017 12:07			483.196	468.794	9.004	447.147	0.512	0.582	0.209	0.241	0.516	0.549	0.338	0.245	32.642	36.079		0.406	0.418	0.226	1.035	0.346	0.532	0.317	0.966		13.447	16.183		1	7	7/01_S60B9
S60B9	19	UXTD	01/07/2017 12:25			484.3	476.007	9.365	426.909	0.514	0.595	0.208	0.243	0.514	0.538	0.348	0.241	32.786	36.255		0.416	0.423	0.223	1.034	0.363	0.532	0.314	0.967		13.476	16.268		1	7	7/01_S60B9
S60B9	20	UXTD	01/07/2017 12:41			478.716	461.794	9.53	429.117	0.51	0.579	0.209	0.242	0.516	0.549	0.347	0.296	32.522	35.836		0.41	0.42	0.224	1.032	0.403	0.537	0.314	0.96		13.438	16.192		1	7	7/01_S60B9
S60B9	21	UXTD	01/07/2017 12:59			491.642	472.276	9.757	428.962	0.513	0.585	0.209	0.246	0.508	0.542	0.345	0.317	32.66	35.765		0.41	0.418	0.225	1.038	0.419	0.538	0.307	0.957		13.403	16.244		1	7	7/01_S60B9
S60B9	22	UXTD	01/07/2017 13:16			487.114	470.867	9.005	429.6	0.518	0.588	0.207	0.24	0.515	0.55	0.36	0.248	32.49	35.465		0.422	0.43	0.224	1.03	0.345	0.528	0.306	0.953		13.455	16.214		1	7	7/01_S60B9
S60B9	23	UXTD	01/07/2017 13:32			474.627	462.566	9.738	431.752	0.526	0.6	0.206	0.237	0.517	0.54	0.347	0.247	33.023	36.217		0.414	0.423	0.225	1.042	0.352	0.53	0.31	0.968		13.457	16.224		1	7	7/01_S60B9
S60B9	25	UXTD	01/07/2017 13:49			481.347	472.114	9.531	431.238	0.509	0.586	0.207	0.245	0.512	0.542	0.356	0.244	32.522	35.721		0.418	0.423	0.22	1.027	0.349	0.526	0.304	0.957		13.501	16.233		1	7	7/01_S60B9
S60NH	1	UXTD	01/07/2017 10:33			463.959	469.347	9.234	421.388	0.517	0.591	0.207	0.245	0.506	0.547	0.337	0.208	33.877	36.531		0.408	0.417	0.232	1.068	0.329	0.51	0.313	0.978		13.432	16.157		1	7	7/01_S60NH
S60NH	2	UXTD	01/07/2017 10:50			484.3	477.899	8.88	454.203	0.521	0.592	0.206	0.247	0.507	0.545	0.356	0.227	34.062	36.798		0.423	0.421	0.23	1.068	0.349	0.514	0.313	0.986		13.446	16.109		1	7	7/01_S60NH
S60NH	5	UXTD	01/07/2017 11:06			489.554	469.305	9.302	439.716	0.524	0.589	0.207	0.241	0.508	0.543	0.339	0.199	33.799	36.654		0.409	0.417	0.231	1.061	0.329	0.514	0.311	0.977		13.472	16.205		1	7	7/01_S60NH
S60NH	12	UXTD	01/07/2017 12:06	215.105	18.645	472.872	469.696	8.357	445.3	0.519	0.591	0.208	0.239	0.506	0.553	0.344	0.212	34.23	37.012	809.859	0.411	0.423	0.231	1.073	0.329	0.514	0.315	0.987	0.737	13.453	16.184	0.853	1	7	7/01_S60NH
S60NH	13	UXTD	01/07/2017 13:09	196.396	21.057	473.302	468.496	9.448	439.999	0.517	0.59	0.21	0.239	0.503	0.541	0.333	0.206	33.83	36.732	789.192	0.394	0.414	0.233	1.064	0.316	0.514	0.311	0.979	0.713	13.464	16.231	0.873	1	7	7/01_S60NH
S60NH	17	UXTD	01/07/2017 13:26			467.661	482.667	9.624	421.8	0.512	0.588	0.208	0.247	0.507	0.54	0.338	0.211	33.764	36.656		0.403	0.418	0.23	1.06	0.328	0.514	0.31	0.977		13.5	16.255		1	7	7/01_S60NH
S60NH	20	UXTD	01/07/2017 13:42			476.832	472.502	8.627	438.02	0.514	0.589	0.209	0.246	0.498	0.54	0.342	0.203	33.383	36.074		0.404	0.418	0.231	1.05	0.313	0.512	0.31	0.968		13.491	16.175		1	7	7/01_S60NH
S62RH	5	UXTD	01/07/2017 19:25			496.187	485.273	9.985	429.393	0.525	0.593	0.206	0.241	0.512	0.541	0.362	0.225	32.115	35.267		0.439	0.42	0.218	1.03	0.341	0.518	0.303	0.956		13.36	16.08		1	7	7/01_S62RH
S62RH	9	UXTD	01/07/2017 19:43			471.841	459.215	9.722	426.415	0.513	0.583	0.209	0.236	0.512	0.552	0.354	0.21	32.411	35.647		0.415	0.411	0.221	1.038	0.318	0.522	0.312	0.968		13.292	16.035		1	7	7/01_S62RH
S62RH	12	UXTD	01/07/2017 20:44	164.829	18.639	471.212	467.426	9.842	416.287	0.505	0.58	0.21	0.235	0.509	0.55	0.349	0.221	32.85	36.166	796.525	0.413	0.416	0.22	1.049	0.342	0.52	0.314	0.98	0.752	13.282	15.964	0.881	1	7	7/01_S62RH
S62RH	13	UXTD	01/07/2017 21:43	182.193	17.579	470.225	449.876	9.194	437.5	0.512	0.583	0.209	0.242	0.513	0.545	0.355	0.205	32.408	35.393	790.392	0.421	0.416	0.218	1.036	0.327	0.525	0.307	0.96	0.744	13.293	16.052	0.871	1	7	7/01_S62RH
S62RH	14	UXTD	01/07/2017 22:01			467.093	455.737	11.416	422.493	0.511	0.591	0.21	0.233	0.517	0.543	0.34	0.213	32.266	35.441		0.41	0.414	0.221	1.034	0.323	0.522	0.306	0.959		13.28	16.045		1	7	7/01_S62RH
S62RH	22	UXTD	01/07/2017 22:18			464.202	464.894	9.918	424.14	0.506	0.584	0.213	0.247	0.522	0.548	0.34	0.2	32.856	35.814		0.406	0.417	0.223	1.044	0.337	0.531	0.311	0.967		13.377	16.082		1	7	7/01_S62RH
S62RH	23	UXTD	01/07/2017 22:35			478.728	461.616	8.972	447.937	0.507	0.583	0.211	0.248	0.519	0.551	0.348	0.24	32.924	35.974		0.419	0.419	0.221	1.045	0.343	0.53	0.312	0.969		13.38	16.102		1	7	7/01_S62RH
S630Z	1	UXTD	01/07/2017 13:45			469.798	467.456	9.805	426.178	0.501	0.585	0.21	0.258	0.525	0.53	0.326	0.213	32.628	35.656		0.399	0.414	0.23	1.033	0.332	0.525	0.3	0.952		13.518	16.326		1	7	7/01_S630Z
