LOTID5	WAFER_ID	PROCESS_ID_LE821910_PROCESS_ID_MAX	ET_TIME_LE821910_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	RVTN_Cov	RVTN_Covdd	RVTP_Cov	RVTP_Covdd	SGN_Tox_inv	SGP_Tox_inv	date	month	date_lot
S62RG	15	UXTD	19/07/2017 11:55			474.027	476.5	9.265	446.271	0.518	0.581		0.272	0.484		0.36	0.24	33.456	35.894	0.214	1.054	0.243	0.965	13.454	16.163	19	7	7/19_S62RG
S62RG	16	UXTD	19/07/2017 12:04			478.036	474.944	9.393	452.62	0.518	0.582		0.271	0.479		0.344	0.235	32.646	35.299	0.212	1.034	0.235	0.952	13.441	16.156	19	7	7/19_S62RG
S62RG	17	UXTD	19/07/2017 12:14			463.32	475.041	9.739	443.245	0.509	0.575		0.272	0.482		0.345	0.227	33.257	35.594	0.222	1.047	0.248	0.96	13.473	16.145	19	7	7/19_S62RG
S62RG	18	UXTD	19/07/2017 12:22			474.496	463.783	10.138	433.741	0.511	0.571		0.28	0.48		0.345	0.231	32.553	35.475	0.213	1.031	0.229	0.948	13.451	16.339	19	7	7/19_S62RG
S62RG	20	UXTD	19/07/2017 12:32			464.142	471.383	9.523	453.768	0.509	0.582		0.27	0.485		0.336	0.236	32.907	35.14	0.223	1.033	0.247	0.947	13.497	16.181	19	7	7/19_S62RG
S62RG	22	UXTD	19/07/2017 12:43			468.916	466.959	9.801	431.732	0.499	0.569		0.263	0.483		0.334	0.223	33.3	35.534	0.224	1.046	0.247	0.955	13.459	16.201	19	7	7/19_S62RG
S63VU	1	UXTD	19/07/2017 20:50			473.826	472.475	11.113	427.434	0.502	0.564		0.273	0.48		0.355	0.231	33.21	36.132	0.216	1.05	0.237	0.972	13.382	16.108	19	7	7/19_S63VU
S63VU	2	UXTD	19/07/2017 21:00			458.977	466.149	10.117	441.304	0.511	0.579		0.274	0.479		0.337	0.216	33.169	36.116	0.219	1.053	0.239	0.972	13.366	16.097	19	7	7/19_S63VU
S63VU	9	UXTD	19/07/2017 21:09			457.926	460.337	9.878	447.688	0.511	0.567		0.268	0.481		0.344	0.215	32.661	35.674	0.216	1.043	0.236	0.964	13.306	16.058	19	7	7/19_S63VU
S63VU	10	UXTD	19/07/2017 21:20			435.174	441.057	10.274	424.812	0.506	0.569		0.263	0.47		0.326	0.223	32.952	35.869	0.22	1.056	0.235	0.964	13.212	16.145	19	7	7/19_S63VU
S63VU	11	UXTD	19/07/2017 21:29			447.039	447.331	8.49	469.479	0.505	0.573		0.265	0.478		0.334	0.215	32.865	35.786	0.216	1.051	0.244	0.969	13.216	15.991	19	7	7/19_S63VU
S63VU	13	UXTD	19/07/2017 22:24	199.437	21.089	454.166	451.535	9.393	447.575	0.5	0.566	0.206	0.27	0.481	0.566	0.341	0.23	33.286	36.207	0.216	1.062	0.241	0.974	13.284	16.044	19	7	7/19_S63VU
S63VU	14	UXTD	19/07/2017 22:34			474.572	470.727	9.763	463.695	0.497	0.564		0.273	0.482		0.348	0.224	33.199	35.694	0.217	1.048	0.232	0.957	13.432	16.208	19	7	7/19_S63VU
S63VU	15	UXTD	19/07/2017 22:43			478.325	468.987	9.452	431.207	0.504	0.571		0.274	0.486		0.357	0.23	33.186	35.822	0.218	1.047	0.236	0.962	13.478	16.188	19	7	7/19_S63VU
S63VU	16	UXTD	19/07/2017 22:53			465.242	469.27	8.826	461.979	0.506	0.574		0.277	0.483		0.349	0.225	33.71	36.302	0.217	1.062	0.242	0.971	13.44	16.165	19	7	7/19_S63VU
S63VU	18	UXTD	19/07/2017 23:02			474.246	475.914	9.344	462.854	0.505	0.575		0.268	0.482		0.353	0.214	33.316	35.774	0.218	1.054	0.235	0.958	13.421	16.246	19	7	7/19_S63VU
S63VU	19	UXTD	19/07/2017 23:12			466.592	478.524	8.958	457.764	0.504	0.571		0.271	0.481		0.361	0.199	32.672	35.535	0.214	1.034	0.237	0.959	13.457	16.151	19	7	7/19_S63VU
S63VU	22	UXTD	19/07/2017 23:21			483.981	483.615	9.34	450.284	0.501	0.565		0.282	0.485		0.366	0.234	32.655	35.593	0.213	1.036	0.236	0.958	13.43	16.155	19	7	7/19_S63VU
S63VU	23	UXTD	19/07/2017 23:31			480.1	474.757	9.62	434.759	0.502	0.568		0.269	0.486		0.36	0.205	32.636	35.402	0.213	1.033	0.231	0.947	13.456	16.263	19	7	7/19_S63VU
S63VU	24	UXTD	19/07/2017 23:42			464.166	469.408	9.573	444.571	0.506	0.574		0.272	0.479		0.35	0.22	33.459	36.169	0.219	1.054	0.234	0.964	13.451	16.27	19	7	7/19_S63VU
S6632	13	UXTN	19/07/2017 16:44	212.15	18.605	498.372	513.759	9.608	436.555							0.349	0.212	33.965	36.159	0.214	1.071	0.242	0.971	13.396	16.138	19	7	7/19_S6632
S6662	13	UXTN	19/07/2017 15:07	242.42	17.322	494.596	495.92	10.486	434.723							0.362	0.221	32.633	35.521	0.211	1.034	0.231	0.949	13.397	16.313	19	7	7/19_S6662
S66ZD	5	UXTD	19/07/2017 13:09			456.373	454.03	9.415	433.017	0.51	0.565		0.278	0.497		0.327	0.232	33.859	36.653	0.22	1.069	0.253	0.981	13.385	16.164	19	7	7/19_S66ZD
S66ZD	8	UXTD	19/07/2017 13:19			465.015	447.762	9.669	444.108	0.52	0.578		0.275	0.496		0.335	0.222	33.44	36.334	0.219	1.057	0.25	0.972	13.415	16.186	19	7	7/19_S66ZD
S66ZD	9	UXTD	19/07/2017 13:28			445.896	467.086	9.87	448.833	0.517	0.566		0.274	0.487		0.334	0.226	33.546	36.341	0.219	1.062	0.24	0.975	13.372	16.171	19	7	7/19_S66ZD
S66ZD	10	UXTD	19/07/2017 13:38			453.674	471.222	10.373	422.907	0.51	0.58		0.275	0.488		0.333	0.217	33.641	36.297	0.22	1.06	0.242	0.965	13.428	16.312	19	7	7/19_S66ZD
S66ZD	11	UXTD	19/07/2017 13:47			444.185	456.004	10.136	425.185	0.517	0.579		0.272	0.488		0.337	0.217	33.551	36.32	0.219	1.059	0.239	0.966	13.403	16.33	19	7	7/19_S66ZD
S66ZD	12	UXTD	19/07/2017 13:57			457.518	460.9	9.867	452.454	0.515	0.569		0.28	0.49		0.336	0.221	34.042	36.767	0.221	1.07	0.243	0.982	13.406	16.171	19	7	7/19_S66ZD
S66ZD	13	UXTD	19/07/2017 14:51	194.249	22.038	459.66	465.061	9.848	421.01	0.526	0.58	0.205	0.265	0.491	0.571	0.341	0.205	33.397	36.105	0.219	1.056	0.252	0.964	13.399	16.268	19	7	7/19_S66ZD
S66ZD	14	UXTD	19/07/2017 15:00			469.44	462.449	9.88	426.695	0.516	0.574		0.268	0.488		0.329	0.204	33.866	36.51	0.221	1.063	0.248	0.969	13.448	16.348	19	7	7/19_S66ZD
S66ZD	16	UXTD	19/07/2017 15:10			458.936	459.131	10.428	429.175	0.52	0.578		0.276	0.495		0.34	0.219	33.282	36.094	0.219	1.051	0.247	0.968	13.431	16.177	19	7	7/19_S66ZD
S66ZD	18	UXTD	19/07/2017 15:19			454.367	456.508	9.693	424.12	0.512	0.571		0.268	0.496		0.335	0.219	33.666	36.098	0.221	1.061	0.252	0.967	13.44	16.217	19	7	7/19_S66ZD
S66ZD	20	UXTD	19/07/2017 15:29			457.723	459.4	10.731	417.1	0.512	0.581		0.268	0.486		0.332	0.215	33.519	36.494	0.218	1.058	0.242	0.97	13.462	16.302	19	7	7/19_S66ZD
S66ZD	22	UXTD	19/07/2017 15:38			454.918	461.68	9.888	440.387	0.517	0.573		0.276	0.492		0.339	0.213	33.515	35.933	0.221	1.053	0.241	0.962	13.478	16.248	19	7	7/19_S66ZD
S66ZD	23	UXTD	19/07/2017 15:48			462.988	458.949	9.965	411.725	0.515	0.576		0.274	0.502		0.338	0.212	33.712	36.464	0.223	1.058	0.252	0.967	13.491	16.382	19	7	7/19_S66ZD
S66ZD	24	UXTD	19/07/2017 15:58			461.196	462.377	10.026	424.758	0.518	0.577		0.284	0.495		0.334	0.222	33.675	36.547	0.219	1.06	0.244	0.974	13.439	16.223	19	7	7/19_S66ZD
S60CW	3	UXTD	20/07/2017 17:12			443.509	467.19	10.795	433.813	0.51	0.571		0.276	0.483		0.337	0.234	32.701	35.772	0.217	1.037	0.233	0.958	13.4	16.261	20	7	7/20_S60CW
S60CW	4	UXTD	20/07/2017 17:23			478.386	471.225	10.053	437.144	0.505	0.566		0.28	0.489		0.347	0.215	31.639	35.17	0.21	1.012	0.23	0.943	13.409	16.259	20	7	7/20_S60CW
S60CW	5	UXTD	20/07/2017 17:32			447.182	449.946	10.21	452.167	0.504	0.576		0.272	0.485		0.326	0.227	33.255	36.378	0.223	1.054	0.236	0.97	13.418	16.256	20	7	7/20_S60CW
S60CW	6	UXTD	20/07/2017 17:42			464.011	457.139	10.628	438.375	0.51	0.57		0.28	0.486		0.338	0.232	32.837	35.744	0.217	1.045	0.233	0.96	13.355	16.197	20	7	7/20_S60CW
S60CW	10	UXTD	20/07/2017 17:51			465.976	456.889	10.47	425.988	0.504	0.57		0.269	0.48		0.329	0.208	31.843	34.923	0.216	1.017	0.23	0.94	13.367	16.238	20	7	7/20_S60CW
S60CW	11	UXTD	20/07/2017 18:01			457.552	459.634	10.214	458.542	0.511	0.564		0.28	0.492		0.338	0.224	32.241	35.431	0.214	1.023	0.229	0.948	13.427	16.266	20	7	7/20_S60CW
S60CW	12	UXTD	20/07/2017 18:10			463.544	463.129	9.998	434.017	0.508	0.567		0.283	0.493		0.34	0.224	31.904	34.93	0.211	1.015	0.227	0.937	13.4	16.287	20	7	7/20_S60CW
S60CW	13	UXTD	20/07/2017 19:05	223.359	19.962	464.446	477.021	10.572	439.211	0.514	0.567	0.206	0.28	0.49	0.573	0.343	0.221	31.696	34.87	0.211	1.011	0.229	0.939	13.395	16.233	20	7	7/20_S60CW
S60CW	14	UXTD	20/07/2017 19:16			458.066	460.409	10.65	440.374	0.506	0.57		0.27	0.482		0.331	0.212	31.553	34.795	0.218	1.009	0.233	0.938	13.402	16.22	20	7	7/20_S60CW
S60CW	15	UXTD	20/07/2017 19:25			474.31	466.875	10.09	444.911	0.499	0.558		0.279	0.487		0.345	0.214	31.432	34.441	0.211	0.999	0.228	0.929	13.426	16.245	20	7	7/20_S60CW
S60CW	17	UXTD	20/07/2017 19:35			460.299	454.866	11.339	421.8	0.507	0.563		0.278	0.49		0.332	0.222	31.766	34.986	0.215	1.012	0.231	0.944	13.408	16.212	20	7	7/20_S60CW
S60CW	19	UXTD	20/07/2017 19:44			452.136	455.15	11.187	432.753	0.501	0.563		0.279	0.488		0.324	0.224	32.333	35.357	0.217	1.031	0.234	0.951	13.365	16.168	20	7	7/20_S60CW
S60CW	22	UXTD	20/07/2017 19:54			457.774	455.966	10.504	427.605	0.504	0.568		0.275	0.485		0.329	0.22	32.286	35.599	0.218	1.028	0.237	0.957	13.378	16.222	20	7	7/20_S60CW
S60CW	24	UXTD	20/07/2017 20:05			463.861	459.622	11.612	415.096	0.508	0.567		0.281	0.491		0.341	0.208	31.996	35.349	0.215	1.017	0.234	0.951	13.425	16.219	20	7	7/20_S60CW
S60ND	3	UXTD	20/07/2017 06:11			464.574	479.564	9.792	441.649	0.514	0.575		0.276	0.476		0.353	0.231	33.074	35.968	0.215	1.045	0.233	0.961	13.469	16.262	20	7	7/20_S60ND
S60ND	4	UXTD	20/07/2017 06:22			469.377	478.469	10.339	425.728	0.504	0.561		0.282	0.487		0.339	0.22	32.994	36.203	0.216	1.038	0.234	0.965	13.52	16.288	20	7	7/20_S60ND
S60ND	5	UXTD	20/07/2017 06:31			455.304	454.785	10.316	435.363	0.501	0.562		0.288	0.49		0.334	0.232	33.269	36.344	0.217	1.048	0.234	0.968	13.451	16.306	20	7	7/20_S60ND
S60ND	9	UXTD	20/07/2017 06:42			460.9	466.363	9.905	442.859	0.497	0.562		0.278	0.481		0.333	0.235	33.822	36.688	0.222	1.063	0.237	0.978	13.43	16.245	20	7	7/20_S60ND
S60ND	10	UXTD	20/07/2017 06:51			463.9	462.855	9.714	418.017	0.507	0.573		0.27	0.482		0.343	0.221	32.901	35.879	0.217	1.039	0.237	0.96	13.458	16.253	20	7	7/20_S60ND
S60ND	11	UXTD	20/07/2017 07:02			463.786	463.341	10.423	436.116	0.504	0.567		0.275	0.485		0.338	0.21	32.697	35.784	0.218	1.035	0.234	0.957	13.439	16.266	20	7	7/20_S60ND
S60ND	13	UXTD	20/07/2017 07:58	219.933	20.612	466.601	464.403	10.106	454.712	0.495	0.559	0.208	0.279	0.485	0.568	0.335	0.232	33.058	36.54	0.216	1.043	0.233	0.974	13.498	16.249	20	7	7/20_S60ND
S60ND	14	UXTD	20/07/2017 08:07			468.5	469.406	11.008	451.055	0.505	0.576		0.278	0.483		0.352	0.224	32.811	36.17	0.216	1.035	0.234	0.964	13.475	16.311	20	7	7/20_S60ND
S60ND	15	UXTD	20/07/2017 08:18			457.207	468.7	10.384	439.371	0.508	0.573		0.275	0.479		0.343	0.225	32.779	35.847	0.216	1.037	0.236	0.96	13.456	16.229	20	7	7/20_S60ND
S60ND	17	UXTD	20/07/2017 08:27			470.269	477.909	9.012	470.342	0.516	0.578		0.271	0.481		0.347	0.225	33.375	36.172	0.218	1.052	0.233	0.962	13.462	16.325	20	7	7/20_S60ND
S60ND	19	UXTD	20/07/2017 08:38			469.141	470.477	9.801	468.7	0.517	0.578		0.27	0.484		0.351	0.238	33.17	36.134	0.216	1.048	0.239	0.964	13.468	16.263	20	7	7/20_S60ND
S60ND	20	UXTD	20/07/2017 08:47			454.369	462.687	9.94	454.984	0.51	0.569		0.28	0.487		0.341	0.223	33.355	36.472	0.217	1.05	0.233	0.971	13.452	16.277	20	7	7/20_S60ND
S60ND	21	UXTD	20/07/2017 08:58			466.187	470.516	10.046	433.29	0.506	0.568		0.281	0.484		0.344	0.237	33.56	36.547	0.217	1.055	0.233	0.972	13.474	16.272	20	7	7/20_S60ND
S60ND	22	UXTD	20/07/2017 09:09			468.379	470.168	9.669	439.119	0.508	0.574		0.275	0.482		0.35	0.241	33.828	36.702	0.215	1.061	0.235	0.972	13.505	16.339	20	7	7/20_S60ND
S6103	2	UXTD	20/07/2017 08:10			461.905	476.989	9.497	446.735	0.497	0.558		0.281	0.483		0.354	0.239	33.839	36.618	0.217	1.067	0.237	0.977	13.381	16.198	20	7	7/20_S6103
S6103	3	UXTD	20/07/2017 08:20			457.95	462.059	10.015	435.543	0.506	0.573		0.279	0.486		0.338	0.24	33.623	36.413	0.218	1.067	0.24	0.975	13.304	16.167	20	7	7/20_S6103
S6103	6	UXTD	20/07/2017 08:29			462.234	478.563	9.664	440.323	0.512	0.573		0.281	0.485		0.339	0.244	33.472	36.244	0.216	1.064	0.244	0.975	13.302	16.094	20	7	7/20_S6103
S6103	8	UXTD	20/07/2017 08:39			468.215	466.939	9.456	458.255	0.488	0.559		0.285	0.488		0.338	0.22	32.613	35.714	0.212	1.039	0.235	0.963	13.319	16.102	20	7	7/20_S6103
S6103	9	UXTD	20/07/2017 08:48			477.357	465.667	9.295	458.927	0.511	0.571		0.277	0.481		0.345	0.228	33.541	36.494	0.215	1.064	0.235	0.978	13.303	16.141	20	7	7/20_S6103
S6103	11	UXTD	20/07/2017 08:57			450.922	450.638	10.027	438.473	0.497	0.561		0.284	0.487		0.334	0.243	33.652	36.604	0.215	1.07	0.237	0.98	13.274	16.159	20	7	7/20_S6103
S6103	12	UXTD	20/07/2017 09:06			441.253	459.487	10.214	446.968	0.498	0.566		0.284	0.492		0.329	0.233	33.455	36.121	0.224	1.058	0.24	0.97	13.346	16.153	20	7	7/20_S6103
S6103	13	UXTD	20/07/2017 10:00	196.022	20.707	469.61	468.7	9.768	446.082	0.501	0.566	0.205	0.285	0.487	0.567	0.349	0.245	32.738	35.941	0.212	1.043	0.239	0.967	13.315	16.139	20	7	7/20_S6103
S6103	17	UXTD	20/07/2017 10:10			465.855	462.809	8.621	460.9	0.506	0.57		0.279	0.486		0.338	0.237	32.861	35.923	0.214	1.044	0.239	0.965	13.37	16.145	20	7	7/20_S6103
S6103	18	UXTD	20/07/2017 10:19			461.961	455.629	9.728	450.708	0.5	0.572		0.271	0.489		0.326	0.234	33.161	35.78	0.222	1.051	0.25	0.961	13.354	16.177	20	7	7/20_S6103
S6103	19	UXTD	20/07/2017 10:29			454.358	459.046	9.905	461.383	0.493	0.557		0.285	0.485		0.343	0.239	32.321	35.538	0.211	1.032	0.231	0.959	13.346	16.13	20	7	7/20_S6103
S6103	20	UXTD	20/07/2017 10:38			473.932	475.238	9.555	456.765	0.507	0.574		0.273	0.48		0.355	0.254	33.355	36.215	0.213	1.056	0.233	0.97	13.367	16.175	20	7	7/20_S6103
S6103	21	UXTD	20/07/2017 10:48			472.491	454.598	9.982	436.516	0.502	0.561		0.272	0.48		0.336	0.239	33.183	36.05	0.221	1.052	0.242	0.967	13.391	16.151	20	7	7/20_S6103
S6103	24	UXTD	20/07/2017 10:58			459.553	461.102	10.202	443	0.508	0.571		0.274	0.477		0.34	0.238	33.218	36.176	0.22	1.059	0.237	0.972	13.319	16.11	20	7	7/20_S6103
S619P	2	UXTD	20/07/2017 23:18			477.153	483.198	8.045	465.712	0.508	0.573		0.273	0.481		0.349	0.239	33.15	35.741	0.218	1.047	0.249	0.955	13.429	16.288	20	7	7/20_S619P
S619P	4	UXTD	20/07/2017 23:29			467.503	472.052	9.794	459.359	0.507	0.563		0.274	0.486		0.332	0.221	33.675	36.098	0.226	1.058	0.248	0.962	13.489	16.323	20	7	7/20_S619P
S619P	9	UXTD	20/07/2017 23:37			479.44	470.171	8.24	465.163	0.507	0.57		0.283	0.486		0.348	0.227	33.13	35.846	0.214	1.045	0.235	0.958	13.471	16.31	20	7	7/20_S619P
S619P	11	UXTD	20/07/2017 23:48			458.435	462.349	9.283	448.305	0.505	0.569		0.27	0.485		0.324	0.221	33.32	35.82	0.226	1.049	0.254	0.956	13.452	16.277	20	7	7/20_S619P
S619P	12	UXTD	20/07/2017 23:57			463.816	468.908	9.422	438.879	0.505	0.564		0.278	0.492		0.32	0.232	33.532	36.131	0.224	1.053	0.248	0.964	13.429	16.272	20	7	7/20_S619P
S61DD	9	UXTD	20/07/2017 23:00			465.659	465.721	9.42	455.867	0.507	0.565		0.278	0.493		0.347	0.238	33.164	35.903	0.218	1.05	0.249	0.964	13.38	16.173	20	7	7/20_S61DD
S61NZ	2	UXTD	20/07/2017 05:52			466.437		10.581	431.418	0.51			0.277					32.876	36.15	0.218	1.048	0.241	0.969	13.315	16.167	20	7	7/20_S61NZ
S61NZ	5	UXTD	20/07/2017 06:13			470.089		10.225	425.535	0.503			0.279					32.976	36.126	0.217	1.047	0.236	0.966	13.363	16.191	20	7	7/20_S61NZ
S61NZ	7	UXTD	20/07/2017 06:22			460.9	469.993	10.241	442.548	0.506	0.568		0.28	0.482		0.34	0.218	32.974	36.116	0.218	1.049	0.235	0.965	13.301	16.203	20	7	7/20_S61NZ
S61NZ	9	UXTD	20/07/2017 06:32			464.849	461.914	10.665	430.055	0.506	0.568		0.278	0.49		0.324	0.229	33.098	36.19	0.219	1.054	0.248	0.971	13.31	16.15	20	7	7/20_S61NZ
S61NZ	10	UXTD	20/07/2017 06:41			476.238	461.892	10.999	422.309	0.508	0.564		0.272	0.487		0.335	0.219	32.842	36.054	0.218	1.047	0.242	0.97	13.272	16.121	20	7	7/20_S61NZ
S61NZ	12	UXTD	20/07/2017 06:52			460.9	459.348	9.937	440.939	0.517	0.571		0.28	0.488		0.338	0.222	32.949	35.878	0.218	1.05	0.244	0.965	13.306	16.134	20	7	7/20_S61NZ
S61NZ	13	UXTD	20/07/2017 07:47	207.054	21.871	459.798	464.95	10.602	436.698	0.497	0.563	0.207	0.279	0.485	0.571	0.337	0.222	32.33	35.394	0.22	1.032	0.233	0.956	13.339	16.15	20	7	7/20_S61NZ
S61NZ	14	UXTD	20/07/2017 07:56			474.702	465.815	10.491	439.703	0.51	0.572		0.271	0.489		0.329	0.224	32.743	35.704	0.219	1.043	0.24	0.959	13.305	16.163	20	7	7/20_S61NZ
S61NZ	16	UXTD	20/07/2017 10:19			475.578	467.951	9.375	443.221	0.507	0.561		0.286	0.491		0.342	0.241	32.159	35.51	0.214	1.029	0.239	0.956	13.324	16.134	20	7	7/20_S61NZ
S61NZ	17	UXTD	20/07/2017 10:27			457.01	468.654	10.732	432.549	0.502	0.565		0.283	0.482		0.336	0.238	32.753	35.958	0.216	1.045	0.234	0.963	13.329	16.192	20	7	7/20_S61NZ
S61NZ	18	UXTD	20/07/2017 10:38			476.896	462.826	10.102	437.532	0.505	0.574		0.274	0.48		0.333	0.212	32.694	35.519	0.218	1.043	0.235	0.956	13.322	16.193	20	7	7/20_S61NZ
S61NZ	19	UXTD	20/07/2017 10:47			473.065	471.123	10.603	434.698	0.506	0.574		0.283	0.488		0.344	0.233	32.129	35.253	0.213	1.023	0.232	0.949	13.38	16.181	20	7	7/20_S61NZ
S61NZ	20	UXTD	20/07/2017 10:57			474.057	473.587	10.617	438.833	0.512	0.569		0.276	0.486		0.339	0.213	32.486	35.659	0.217	1.038	0.242	0.958	13.31	16.144	20	7	7/20_S61NZ
S61NZ	23	UXTD	20/07/2017 11:08			459.997	473.566	9.793	442.209	0.509	0.568		0.276	0.481		0.336	0.224	32.224	35.307	0.211	1.03	0.231	0.953	13.323	16.132	20	7	7/20_S61NZ
S63AU	1	UXTD	20/07/2017 09:42			463.421	465.109	9.555	444.396	0.515	0.57		0.277	0.48		0.357	0.246	33.088	35.972	0.21	1.048	0.228	0.965	13.402	16.208	20	7	7/20_S63AU
S63AU	2	UXTD	20/07/2017 09:53			464.064	464.282	8.988	436.19	0.512	0.568		0.279	0.479		0.358	0.252	33.346	36.139	0.211	1.051	0.23	0.969	13.407	16.2	20	7	7/20_S63AU
S63AU	3	UXTD	20/07/2017 10:02			478.204	478.042	9.08	451.563	0.519	0.573		0.281	0.483		0.362	0.257	32.882	35.655	0.209	1.045	0.227	0.959	13.366	16.216	20	7	7/20_S63AU
S63AU	4	UXTD	20/07/2017 10:13			475.284	476.034	9.157	455.063	0.513	0.569		0.281	0.484		0.357	0.252	32.952	36.048	0.208	1.042	0.227	0.962	13.439	16.262	20	7	7/20_S63AU
S63AU	5	UXTD	20/07/2017 10:23			470.182	464.046	9.916	435.294	0.519	0.569		0.282	0.483		0.347	0.26	33.531	36.215	0.212	1.058	0.229	0.968	13.399	16.185	20	7	7/20_S63AU
S63AU	6	UXTD	20/07/2017 15:08														0.245									20	7	7/20_S63AU
S63AU	7	UXTD	20/07/2017 15:13														0.233									20	7	7/20_S63AU
S63AU	8	UXTD	20/07/2017 10:34			464.695	465.219	10.476	425.461	0.516	0.57		0.276	0.478		0.35	0.245	33.635	36.042	0.217	1.057	0.229	0.963	13.427	16.253	20	7	7/20_S63AU
S63AU	9	UXTD	20/07/2017 10:43			454.942	460.9	9.872	434.103	0.517	0.572		0.272	0.481		0.344	0.229	33.405	35.787	0.219	1.055	0.234	0.963	13.369	16.153	20	7	7/20_S63AU
S63AU	10	UXTD	20/07/2017 15:26														0.243									20	7	7/20_S63AU
S63AU	11	UXTD	20/07/2017 15:29														0.244									20	7	7/20_S63AU
S63AU	12	UXTD	20/07/2017 15:34														0.247									20	7	7/20_S63AU
S63AU	13	UXTD	20/07/2017 11:45	205.334	21.914	453.838	456.435	9.374	454.395	0.508	0.568	0.207	0.277	0.479	0.571	0.336	0.241	33.367	35.782	0.219	1.053	0.231	0.961	13.416	16.204	20	7	7/20_S63AU
S63AU	14	UXTD	20/07/2017 15:37														0.247									20	7	7/20_S63AU
S63AU	15	UXTD	20/07/2017 11:56			461.421	455.385	9.991	431.997	0.509	0.569		0.28	0.481		0.347	0.263	34.351	36.866	0.218	1.079	0.232	0.982	13.409	16.218	20	7	7/20_S63AU
S63AU	16	UXTD	20/07/2017 15:45														0.238									20	7	7/20_S63AU
S63AU	17	UXTD	20/07/2017 12:05			455.908	459.148	9.185	440.629	0.512	0.571		0.277	0.48		0.346	0.235	33.673	35.994	0.219	1.06	0.232	0.96	13.436	16.239	20	7	7/20_S63AU
S63AU	18	UXTD	20/07/2017 15:53														0.25									20	7	7/20_S63AU
S63AU	19	UXTD	20/07/2017 12:15			459.715	459.198	9.884	434.071	0.515	0.585		0.269	0.478		0.346	0.234	34.075	36.023	0.221	1.068	0.232	0.962	13.405	16.211	20	7	7/20_S63AU
S63AU	20	UXTD	20/07/2017 12:25			449.131	460.553	10.166	438.958	0.505	0.567		0.275	0.478		0.341	0.244	33.603	36.01	0.22	1.056	0.234	0.962	13.402	16.206	20	7	7/20_S63AU
S63AU	21	UXTD	20/07/2017 16:06														0.238									20	7	7/20_S63AU
S63AU	22	UXTD	20/07/2017 12:35			459.884	445.072	9.617	460.549	0.511	0.572		0.283	0.478		0.342	0.252	33.709	35.743	0.219	1.059	0.231	0.958	13.433	16.256	20	7	7/20_S63AU
S63AU	23	UXTD	20/07/2017 16:14														0.244									20	7	7/20_S63AU
S63AU	24	UXTD	20/07/2017 12:46			477.233	479.801	8.307	476.129	0.523	0.574		0.282	0.475		0.371	0.283	34.071	36.099	0.216	1.067	0.225	0.969	13.419	16.189	20	7	7/20_S63AU
S63AU	25	UXTD	20/07/2017 16:28														0.254									20	7	7/20_S63AU
S63F4	2	UXTD	20/07/2017 07:25			460.267	456.652	10.931	430.066	0.503	0.566		0.277	0.483		0.343	0.21	33.195	35.827	0.214	1.052	0.227	0.963	13.451	16.184	20	7	7/20_S63F4
S63F4	3	UXTD	20/07/2017 07:35			447.34	445.761	10.826	426.579	0.518	0.577		0.268	0.481		0.338	0.216	33.729	36.264	0.222	1.066	0.24	0.97	13.376	16.178	20	7	7/20_S63F4
S63F4	4	UXTD	20/07/2017 07:44			455.174	459.059	10.806	405.004	0.514	0.577		0.271	0.482		0.326	0.209	33.242	35.798	0.219	1.052	0.239	0.964	13.378	16.147	20	7	7/20_S63F4
S63F4	5	UXTD	20/07/2017 07:54			449.214	449.669	10.469	451.437	0.51	0.57		0.276	0.48		0.342	0.23	33.176	35.693	0.219	1.048	0.238	0.96	13.413	16.178	20	7	7/20_S63F4
S63F4	6	UXTD	20/07/2017 08:03			462.971	454.1	10.567	445.3	0.517	0.57		0.277	0.479		0.334	0.209	32.699	35.407	0.214	1.038	0.232	0.952	13.388	16.192	20	7	7/20_S63F4
S63F4	8	UXTD	20/07/2017 08:13			464.211	450.153	10.849	426.236	0.514	0.572		0.28	0.476		0.336	0.236	33.011	35.66	0.214	1.044	0.229	0.961	13.417	16.161	20	7	7/20_S63F4
S63F4	9	UXTD	20/07/2017 08:22			464.713	460.9	10.785	433.374	0.508	0.565		0.274	0.481		0.339	0.209	33.269	36.021	0.218	1.053	0.237	0.966	13.415	16.178	20	7	7/20_S63F4
S63F4	10	UXTD	20/07/2017 08:32			448.321	459.706	10.427	447.793	0.504	0.568		0.274	0.484		0.33	0.201	32.587	35.327	0.217	1.038	0.237	0.954	13.382	16.157	20	7	7/20_S63F4
S63F4	12	UXTD	20/07/2017 08:43			466.889	477.138	10.357	443.318	0.499	0.559		0.282	0.491		0.345	0.207	32.295	35.162	0.212	1.024	0.224	0.944	13.523	16.302	20	7	7/20_S63F4
